"","PEAKID","PKNAME","PKNAME2","LOCATION","HEIGHTM","HEIGHTF","HIMAL","REGION","OPEN","UNLISTED","TREKKING","TREKYEAR","RESTRICT","PHOST","PSTATUS","PEAKMEMO","PYEAR","PSEASON","PEXPID","PSMTDATE","PCOUNTRY","PSUMMITERS","PSMTNOTE","REFERMEMO","PHOTOMEMO"
"1","AMAD","Ama Dablam","Amai Dablang","Khumbu Himal",6814,22356,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"8","1961",1,"AMAD61101","Mar 13","New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward",NA,NA,"13"
"2","AMPG","Amphu Gyabjen",NA,"Khumbu Himal (N of Ama Dablam)",5630,18471,12,2,TRUE,FALSE,FALSE,NA,"Opened in 2002",1,2,"20","1953",1,"AMPG53101","Apr 11","UK","John Hunt, Tom Bourdillon",NA,NA,NA
"3","ANN1","Annapurna I",NA,"Annapurna Himal",8091,26545,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"23","1950",1,"ANN150101","Jun 03","France","Maurice Herzog, Louis Lachenal",NA,"25","26"
"4","ANN2","Annapurna II",NA,"Annapurna Himal",7937,26040,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"31","1960",1,"ANN260101","May 17","UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa",NA,"33","34"
"5","ANN3","Annapurna III",NA,"Annapurna Himal",7555,24787,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"35","1961",1,"ANN361101","May 06","India","Mohan S. Kohli, Sonam Gyatso, Sonam Girmi",NA,NA,"37"
"6","ANN4","Annapurna IV",NA,"Annapurna Himal",7525,24688,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"40","1955",1,"ANN455101","May 30","W Germany","Heinz Steinmetz, Harald Biller, Juergen Wellenkamp",NA,NA,"42"
"7","ANNE","Annapurna I East",NA,"Annapurna Himal (ENE of Annapurna I)",8026,26332,1,5,TRUE,FALSE,FALSE,NA,"Requires permit for Annapurna I",1,2,"44","1974",1,"ANNE74101","Apr 29","Spain","Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad",NA,NA,"45"
"8","ANNM","Annapurna I Middle",NA,"Annapurna Himal (ENE of Annapurna I)",8051,26414,1,5,TRUE,FALSE,FALSE,NA,"Requires permit for Annapurna I",1,2,"46","1980",3,"ANNM80301","Oct 03","W Germany","Udo Boening, Ludwig Greissl, Heinz Oberrauch",NA,NA,NA
"9","ANNS","Annapurna South","Annapurna Dakshin, Moditse","Annapurna Himal (S of Annapurna I and Fang)",7219,23684,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"48","1964",3,"ANNS64301","Oct 15","Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa",NA,NA,"50"
"10","APIM","Api Main",NA,"Api Himal",7132,23399,2,7,TRUE,FALSE,FALSE,NA,NA,1,2,"54","1960",1,"APIM60101","May 10","Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa","1st ascent claimed by UK (H. S. Landor) in 1899 but probably reached only 5000m",NA,"57"
"11","APIW","Api West",NA,"Api Himal (W of Api)",7076,23215,2,7,TRUE,FALSE,FALSE,NA,NA,1,1,"62",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"12","BARU","Baruntse",NA,"Khumbu Himal (W of Makalu)",7152,23465,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"64","1954",1,"BARU54101","May 29","New Zealand","Colin Todd, Geoff Harrow",NA,NA,"67"
"13","BAUD","Baudha",NA,"Mansiri Himal (SE of Manaslu and Himalchuli)",6672,21890,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"70","1970",1,"BAUD70101","May 02","Japan","Yoshiyuki Kobayashi, Kiyoyasu Shibata",NA,NA,NA
"14","BHEM","Bhemdang Ri","Morimoto","Jugal Himal (SE of Shalbachum)",6150,20177,13,3,TRUE,FALSE,FALSE,NA,NA,1,2,"72","1964",1,"BHEM64101","May 10","Japan, Nepal","Tetsuya Kondo, Soshiro Sasaki, Mingma Tshering Sherpa",NA,NA,NA
"15","BHRI","Bhrikuti","Damodar Himal","Damodar Himal (NE of Thorong La near Tibetan border)",6476,21247,3,5,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,"74","1982",1,"BHRI82101","May 18","Japan, Nepal","Takashi Sakuma, Masanobu Tsuchiya, Tashi Jangbu Sherpa","1-3rd ascents claimed","81",NA
"16","BOBA","Bobaye",NA,"Api Himal (S of Nampa)",6808,22336,2,7,TRUE,FALSE,FALSE,NA,NA,1,2,"82","1996",3,"BOBA96301","Nov 02","Slovenia","Tomaz Humar",NA,NA,"84"
"17","CHAM","Chamlang",NA,"Khumbu Himal (in Hongku Valley, SW of Makalu)",7321,24019,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"86","1962",1,"CHAM62101","May 31","Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)",NA,NA,"88"
"18","CHAN","Changla","Changla Himal","Changla Himal (N of Jumla on Tibetan border)",6563,21532,17,7,TRUE,FALSE,FALSE,NA,NA,4,2,"91","2010",3,"CHAN10301","Sep 27","Japan","Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi","Climbed illegally by Sean Burch in October 2016?",NA,NA
"19","CHMN","Chamar North","Peak 23","Shringi Himal",7165,23507,5,4,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,"92","1953",1,"CHMN53101","Jun 05","New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa",NA,NA,NA
"20","CHEO","Cheo Himal",NA,"Peri Himal (ESE of Himlung Himal on Tibetan border)",6820,22375,18,5,TRUE,FALSE,FALSE,NA,NA,4,2,"94","1991",3,"CHEO91301","Oct 13","Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa",NA,NA,"96"
"21","CHOY","Cho Oyu",NA,"Khumbu Himal (NW of Everest on Tibetan border)",8188,26864,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"97","1954",3,"CHOY54301","Oct 19","Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama",NA,"101","102"
"22","CHOB","Chobuje","Chobutse, Tsoboje","Rolwaling Himal (NE of Tsho Rolpa)",6686,21936,19,2,TRUE,FALSE,FALSE,NA,NA,1,2,"107","1972",1,"CHOB72101","Apr 24","W Germany","Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder","Illegal ascent",NA,NA
"23","CHOL","Cholatse","Tsolatse, Jobo Lhaptshan","Khumbu Himal (N of Tawoche)",6423,21073,12,2,FALSE,FALSE,TRUE,"2002","Converted to trekking peak in 2002",1,2,"109","1982",1,"CHOL82101","Apr 22","USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor",NA,NA,"113"
"24","CHOP","Cho Polu",NA,"Khumbu Himal (S of Shartse, N of Baruntse)",6700,21982,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"117","1984",3,"CHOP84301","Nov","Spain","Nil Bohigas Martorell","1st official ascent Nov 12, 1999 by Markus Walter, Guenter Jung, Olaf Rieck and Dieter Ruelker (Germans)",NA,"120"
"25","CHUL","Chulu Central","Chulu East","Damodar Himal (E of Thorong La)",6584,21601,3,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"121","1955",1,"CHUL55201","Jul 23","W Germany","Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp",NA,NA,NA
"26","CHUG","Chukyima Go","Chugimago","Rolwaling Himal (WSW of Tesi Laptsa)",6258,20531,19,2,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,"125","2014",3,"CHUG14301","Nov 12","Slovenia","Domen Kastelic, Sam Hennessey","Originally thought that 1952 Scottish expedition climbed this peak, but likely Peak 5794m instead",NA,NA
"27","CHUR","Churen Himal Central",NA,"Dhaulagiri Himal (NW of Dhaulagiri VI)",7385,24229,4,6,TRUE,FALSE,FALSE,NA,"One permit for Churen Himal's three summits",1,2,"127","1970",3,"CHUR70301","Oct 24","Japan","Masayoshi Fukui, Kozo Hasegawa",NA,NA,"129"
"28","CHUW","Chulu West",NA,"Damodar Himal (E of Thorong La)",6419,21060,3,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"130","1952",3,"CHUW52301","Oct 23","Japan","Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi",NA,NA,NA
"29","TAPL","Taple Shikhar","Cross Peak","Kangchenjunga Himal (W of Nepal Peak)",6447,21152,9,1,TRUE,FALSE,FALSE,NA,"Opened in 2002",1,2,"132","1998",3,"TAPL98301","Oct 08","Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa",NA,NA,"134"
"30","CTSE","Changtse","Everest North Peak","North of Everest (in Tibet)",7583,24879,12,2,FALSE,TRUE,FALSE,NA,"Peak entirely within China",2,2,"135","1982",1,"CTSE82301","Oct 14","W Germany","Udo Zehetleitner",NA,NA,NA
"31","DHA1","Dhaulagiri I",NA,"Dhaulagiri Himal",8167,26795,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"138","1960",1,"DHA160101","May 13","Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa",NA,"140","141"
"32","DHA2","Dhaulagiri II",NA,"Dhaulagiri Himal (NW of Dhaulagiri I)",7751,25430,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"148","1971",1,"DHA271101","May 18","Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa",NA,NA,NA
"33","DHA3","Dhaulagiri III","Nalu, Naula","Dhaulagiri Himal (SW of Dhaulagiri II)",7715,25312,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"150","1973",3,"DHA373301","Oct 20","W Germany","Klaus Schreckenbach, Gerhard Haberl, Hans Saler",NA,NA,NA
"34","DHA4","Dhaulagiri IV",NA,"Dhaulagiri Himal (W of Dhaulagiri V)",7661,25135,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"152","1975",1,"DHA475101","May 09","Japan","Shiro Kawazu, Etsuro Yasuda","1st ascent claimed (summmiters died in fall on descent)",NA,NA
"35","DHA5","Dhaulagiri V",NA,"Dhaulagiri Himal (SW of Dhaulagiri III)",7618,24993,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"154","1975",1,"DHA575101","May 01","Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa",NA,NA,NA
"36","DHA6","Dhaulagiri VI",NA,"Dhaulagiri Himal (WSW of Dhaulagiri IV)",7268,23845,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"156","1970",1,"DHA670101","Apr 17","Japan","Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura",NA,NA,NA
"37","DHAM","Dhampus","Thapa Peak, Marpha Peak","Mukut Himal (NE of Dhaulagiri I and Tukuche)",6012,19724,16,6,TRUE,FALSE,FALSE,NA,NA,1,2,"158","1960",1,"DHAM60101","Apr","Austria","Kurt Diemberger","Dhampus has two summits (the western summit is called Thapa)",NA,NA
"38","DOGA","Dogari",NA,"Dhaulagiri Himal (WNW of Putha Hiunchuli)",6536,21444,4,6,TRUE,FALSE,FALSE,NA,"Opened in 2003",1,1,"163",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"39","PEMK","Pemthang Karpo Ri","Dome Blanc, Kan Karmo","Jugal Himal (NNW of Dorje Lhakpa on Tibetan border)",6865,22523,8,3,TRUE,FALSE,FALSE,NA,"Opened in 2014",4,2,"165","1955",1,"PEMK55101","May 14","Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa",NA,NA,NA
"40","DORJ","Dorje Lhakpa",NA,"Jugal Himal (near Tibetan border)",6966,22854,8,3,TRUE,FALSE,FALSE,NA,NA,1,2,"169","1981",3,"DORJ81301","Oct 18","Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa","Rumored that two British climbers summited via the W Ridge in 1979 (Dick Isherwood and Geoff Cohen)",NA,"171"
"41","DRAN","Drangnag Ri","Thaknak Ri","Rolwaling Himal (N of Tesi Laptsa near Tibetan border)",6757,22169,19,2,TRUE,FALSE,FALSE,NA,NA,1,2,"173","1995",1,"DRAN95101","Apr 30","Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa",NA,NA,"175"
"42","DROM","Drohmo","Domo, Longridge Peak","Jongsang Himal (NNW of Kangchenjunga)",6881,22575,7,1,TRUE,FALSE,FALSE,NA,"Opened in 1997",1,1,"177",NA,0,NA,NA,NA,"Main summit unclimbed",NA,NA,"180"
"43","EVER","Everest","Sagarmatha, Chomolungma, Qomolungma","Khumbu Himal",8850,29035,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"182","1953",1,"EVER53101","May 29","New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa",NA,"196","197"
"44","FANG","Fang","Varaha Shikhar, Varaha Chuli, Finger","Annapurna Himal (SW of Annapurna I)",7647,25089,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"204","1980",1,"FANG80101","May 17","Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa",NA,NA,NA
"45","FIRN","Firnkopf","Firnkopf East","Saipal Himal (W of Saipal)",6730,22080,20,7,TRUE,FALSE,FALSE,NA,NA,1,1,"206",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"46","FIRW","Firnkopf West",NA,"Saipal Himal (WSW of Firnkopf)",6745,22129,20,7,TRUE,FALSE,FALSE,NA,NA,1,2,"208","1987",3,"FIRW87301","Oct 25","Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa","Austrian Saipal expedition of 1954 may have reached Firnkopf West",NA,NA
"47","GAMA","Gama Peak",NA,"Dhaulagiri Himal (N of Dhaulagiri VI, S of Junction Peak)",7187,23579,4,6,FALSE,TRUE,FALSE,NA,NA,1,2,"210","1970",3,"GAMA70301","Oct 25","Japan","Goro Nabeyama, Katsuhiro Nakashima",NA,NA,NA
"48","GAN1","Ganesh I","Yangra Kangri","Ganesh Himal (on Tibetan border)",7422,24350,5,4,TRUE,FALSE,FALSE,NA,NA,4,2,"211","1955",3,"GAN155301","Oct 24","Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan",NA,"213","214"
"49","GAN3","Ganesh III","Salasungo, Kang Lombo, Lopsang Karbo","Ganesh Himal (S of Ganesh I on Tibetan border)",7043,23107,5,4,TRUE,FALSE,FALSE,NA,NA,4,2,"217","1979",3,"GAN379301","Oct 19","Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa","Note: This mountain previously known as Ganesh II till re-surveyed in early 1990's.",NA,NA
"50","GAN2","Ganesh II",NA,"Ganesh Himal (WSW of Ganesh I)",7118,23353,5,4,TRUE,FALSE,FALSE,NA,NA,1,2,"220","1981",3,"GAN281302","Oct 16","W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa","Note: This mountain previously known as Ganesh III till re-surveyed in early 1990's.",NA,"223"
"51","GAN4","Ganesh IV","Pabil","Ganesh Himal (SW of Ganesh I)",7104,23307,5,4,TRUE,FALSE,FALSE,NA,NA,1,2,"224","1978",3,"GAN478301","Oct 20","Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa",NA,NA,NA
"52","GAN5","Ganesh V",NA,"Ganesh Himal (SE of Ganesh I on Tibetan border)",6770,22211,5,4,TRUE,FALSE,FALSE,NA,NA,4,2,"226","1980",1,"GAN580101","Apr 21","Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa",NA,NA,NA
"53","GAN6","Ganesh VI",NA,"Ganesh Himal (subpeak SE of Ganesh II)",6908,22664,5,4,TRUE,FALSE,FALSE,NA,"Opened in 2002",1,2,"228","2000",1,"GAN600101","May 23","Japan","Osamu Tanabe, Yasuhiro Hanatani","Possibly climbed in 1981 by Japanese Ganesh II team led by Hiroyashu Shirakabe",NA,NA
"54","GANC","Ganchenpo","Fluted Peak, Ganchempo","Jugal Himal (W of Dorje Lhakpa and Urkinmang)",6378,20925,8,3,TRUE,FALSE,FALSE,NA,NA,1,2,"236","1971",3,"GANC71302","OctNov","USA","Terry Bech, Cheri Bech",NA,NA,"239"
"55","GAND","Gandharva Chuli","Gandharbha, Gabelhorn Peak","Annapurna Himal (SSW of Annapurna III near Machhapuchhare)",6248,20499,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"240","2013",1,"GAND13101","May 06","Romania","Cosmin Andron, Christina Pogacean",NA,NA,NA
"56","GANG","Gangapurna",NA,"Annapurna Himal (NW of Annapurna III)",7455,24459,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"242","1965",1,"GANG65101","May 06","W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa",NA,NA,"244"
"57","GAUR","Gaurishankar","Jomo Tseringma","Rolwaling Himal (on Tibetan border)",7135,23409,19,2,TRUE,FALSE,FALSE,NA,NA,4,2,"246","1979",1,"GAUR79101","May 08","US, Nepal","John Roskelley, Dorje Sherpa",NA,NA,"248"
"58","GHUN","Ghustang North",NA,"Dhaulagiri Himal (WNW of Gurja Himal)",6529,21421,4,6,TRUE,FALSE,FALSE,NA,"Opened in 2003",1,2,"251","1962",3,"GHUN62301","Oct 22","UK, Nepal","J.O.M. Roberts, Ang Pema Sherpa, Nawang Dorje Sherpa",NA,NA,NA
"59","GHUS","Ghustang South","Gurja West, Paschim Himal","Dhaulagiri Himal (WSW of Gurja Himal)",6465,21211,4,6,TRUE,FALSE,FALSE,NA,"Opened in 2003",1,2,"253","2019",3,"GHUS18301","Oct 23","France, Canada, Switzerland, Nepal","Corinne Amouillin-Gautier, Herve Barlier, Sophie Bellier, Dimitri Lomer, Albert Namiache, Charles Rossignol, Francois Schulz, Dipen Nuppa Bhote, Rajan Lama Bhote, Chettar Sherpa",NA,NA,NA
"60","MATA","Matathumba","Matatumpa, Ghyuthumba East","Jagdula Lekh (S of Kanjiroba Himal)",5767,18921,10,7,FALSE,TRUE,FALSE,NA,NA,1,2,"255","1961",1,"MATA61101","May 16","UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",NA,NA,NA
"61","GHYM","Ghyuthumba Main","Gutumpa, Pasang Peak","Jagdula Lekh (S of Kanjiroba Himal)",5806,19049,10,7,FALSE,TRUE,FALSE,NA,NA,1,2,"257","1953",3,"GHYM53301","Nov","Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",NA,NA,NA
"62","GIME","Gimmigela Chuli East","Twins","Kangchenjunga Himal (N of Kangchenjunga on Indian border)",7007,22989,9,1,FALSE,TRUE,FALSE,NA,"Requires permit for Gimmigela Chuli",5,2,"259","1993",3,"GIME93301","Oct 09","Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa",NA,NA,NA
"63","GIMM","Gimmigela Chuli","Twins","Kangchenjunga Himal (N of Kangchenjunga on Indian border)",7350,24114,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"260","1994",3,"GIMM94301","Oct 29","Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa",NA,"262","263"
"64","GLAC","Glacier Dome","Tarke Kang, Tarke Khang","Annapurna Himal (E of Annapurna I)",7168,23517,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"265","1964",1,"GLAC64301","Oct 16","Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa",NA,NA,"278"
"65","GURJ","Gurja Himal",NA,"Dhaulagiri Himal (S of Dhaulagiri VI)",7193,23599,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"280","1969",3,"GURJ69301","Nov 01","Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa",NA,NA,"282"
"66","GURK","Gurkarpo Ri",NA,"Jugal Himal (N of Dorje Lhakpa on Tibetan border)",6889,22602,8,3,TRUE,FALSE,FALSE,NA,NA,4,2,"283","2007",3,"GURK07301","Nov 01","France","Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males",NA,NA,"285"
"67","GYAC","Gyachung Kang",NA,"Khumbu Himal (E of Cho Oyu on Tibetan border)",7861,25791,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"286","1964",1,"GYAC64101","Apr 10","Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)",NA,"290","291"
"68","GYAJ","Gyajikang","Gyaji Khang","Peri Himal (SW of Himlung Himal)",7074,23209,18,5,TRUE,FALSE,FALSE,NA,NA,1,2,"293","1994",3,"GYAJ94301","Oct 07","Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung",NA,NA,"295"
"69","LEOE","Leonpo Gang East","Gyalgen Peak","Jugal Himal (NE of Leonpo Gang on Tibetan border)",6733,22090,8,3,TRUE,FALSE,FALSE,NA,"Opened in 2014",4,2,"296","1955",1,"LEOE55101","May 11","UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa","Peak named after sirdar Mingma Gyalgen Sherpa",NA,NA
"70","HIME","Himalchuli East","Himalchuli Main","Mansiri Himal (SE of Manaslu)",7893,25896,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"299","1960",1,"HIME60101","May 24","Japan","Masahiro Harada, Hisashi Tanabe",NA,"301","302"
"71","HIML","Himlung Himal",NA,"Peri Himal (NW of Manaslu near Tibetan border)",7126,23379,18,5,TRUE,FALSE,FALSE,NA,NA,1,2,"304","1992",1,"HIML92301","Oct 03","Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa","Expeditions to Himlung prior to 1992 were probably climbing Nemjung",NA,"308"
"72","HIMN","Himalchuli North",NA,"Mansiri Himal (SE of Manaslu, WNW of Himalchuli Main)",7331,24052,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"310","1985",3,"HIMN85302","Oct 27","S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",NA,NA,NA
"73","RANI","Rani Peak","Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,21959,15,4,FALSE,TRUE,FALSE,NA,NA,1,2,"312","1970",1,"RANI70101","May 05","Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",NA,NA,NA
"74","HIMW","Himalchuli West",NA,"Mansiri Himal (SE of Manaslu, W of Himalchuli Main)",7540,24738,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"314","1978",1,"HIMW78101","May 07","Japan","Yoshio Ogata, Kazuhiro Sugeno",NA,NA,NA
"75","HIUP","Hiunchuli","Patal Hiunchuli","Annapurna Himal (E of Annapurna South)",6434,21109,1,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"316","1971",3,"HIUP71301","Oct 10","USA","Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith",NA,NA,NA
"76","HNKU","Hongku Chuli","Hunku Chuli, Pyramid Peak","Khumbu Himal (in Hongku Valley, NE of Chamlang)",6833,22418,12,2,TRUE,FALSE,FALSE,NA,"Opened in 2013?",1,1,"318",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"77","HONG","Hongde","Hangde, Hongde Himal","Mukut Himal (N of Sita Chuchura in Hidden Valley)",6556,21509,16,6,TRUE,FALSE,FALSE,NA,NA,1,2,"320","1962",1,"HONG62101","May 08","Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa",NA,NA,NA
"78","IMJA","Imjatse","Island Peak","Khumbu Himal (S of Lhotse)",6165,20226,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"322","1956",1,"IMJA56101",NA,"Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas","1st ascent of SW Summit by UK (Hunt) in 1953",NA,NA
"79","JAGD","Jagdula",NA,"Jagdula Lekh (S of Kande Hiunchuli)",5761,18901,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"325","2013",1,"JAGD13101","Apr 30","France","Francois Damilano",NA,NA,NA
"80","JANU","Jannu","Khumbhakarna","Kangchenjunga Himal (W of Kangchenjunga)",7711,25299,9,1,TRUE,FALSE,FALSE,NA,NA,1,2,"327","1962",1,"JANU62101","Apr 27","France, Nepal","Rene Desmaison, Paul Keller, Robert Paragot, Gyalzen Mitchung Sherpa",NA,NA,"329"
"81","JETH","Jethi Bahurani","Jettiborani, Jutibofurani","Api Himal (S of Nampa and Bobaye)",6850,22474,2,7,TRUE,FALSE,FALSE,NA,NA,1,2,"334","1978",1,"JETH78101","Apr 27","Japan","Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida",NA,NA,NA
"82","JONG","Jongsang","Jonsong, Jhinsang","Jongsang Himal (on Indian-Tibetan border)",7462,24482,7,1,TRUE,FALSE,FALSE,NA,NA,6,2,"339","1930",1,"JONG30101","Jun 03","Germany, Austria","Hermann Hoerlin, Erwin Schneider",NA,NA,"341"
"83","JUNC","Junction Peak",NA,"Dhaulagiri Himal (on ridge joining Dhaulagiri VI, IV and Churen)",7133,23402,4,6,FALSE,TRUE,FALSE,NA,NA,1,1,"343",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"84","KABD","Kabru Dome",NA,"Simhalila Himal (SE of Kabru in India)",6600,21654,9,1,FALSE,TRUE,FALSE,NA,NA,3,2,"345","1982",3,"KABD82301","Sep 24","India","Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi","1st ascent claimed by India (Biswas) but not recognized",NA,NA
"85","KABN","Kabru North",NA,"Simhalila Himal (S of Kabru Main on Indian border)",7338,24075,9,1,FALSE,TRUE,FALSE,NA,NA,5,2,"346","1935",3,"KABN35301","Nov 18","UK","C. R. (Reggie) Cooke","Possible ascent by UK & Swiss (W. W. Graham, Emil Boss, Ulrich Kauffman) in 1883 (AJ, 219-228 (2009), Willy Blaser & Glyn Hughes",NA,NA
"86","KAG1","Kagmara I",NA,"Kagmara Lekh (S of Kanjiroba Himal)",5978,19613,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"348","1962",1,"KAG162101","May 23","UK, Nepal","Dorothea Gravina, Denise Evans, Nancy Smith, Pat Wood, Ang Temba Sherpa, Mingma Tsering Sherpa, Pemba Norbu Sherpa",NA,NA,NA
